"","term_name","genes","APA_effect"
"60","nuclear lumen","CBY1",0.247319327731092
"61","nuclear lumen","COMMD9",-0.0726310679611649
"62","nuclear lumen","GTF3C4",6.39512727272727
"63","nuclear lumen","PURB",1.18850694444444
"64","nuclear lumen","GTF3C5",4.84515217391304
"65","nuclear lumen","RBAK",2.45651829268293
"66","nuclear lumen","PEA15",2.79634545454545
"67","nuclear lumen","TAF13",5.4725701754386
"68","nuclear lumen","ZNF74",3.83675384615385
"69","nuclear lumen","SCNM1",1.587779342723
"70","nuclear lumen","POLR2E",4.02520567375887
"71","nuclear lumen","NABP2",-6.67660839160839
"72","nuclear lumen","CUX1",5.06254385964912
"73","nuclear lumen","GLYR1",8.03013725490196
"74","nuclear lumen","RO60",4.77161931818182
"75","nuclear lumen","MAPK9",3.30087248322148
"76","nuclear lumen","CTSC",1.8764380952381
"77","nuclear lumen","CPSF7",3.21877941176471
"78","nuclear lumen","DENND4B",1.57208383233533
"79","nuclear lumen","CCDC92",0.946791666666667
"80","nuclear lumen","PPP1CB",3.73917518248175
"81","nuclear lumen","ILKAP",3.99170542635659
"82","nuclear lumen","SOX4",-1.20075454545455
"83","nuclear lumen","USP42",3.51266666666667
"84","nuclear lumen","TBXT",3.01036936936937
"85","nuclear lumen","TKT",-1.29706542056075
"86","nuclear lumen","FOXO4",1.48817391304348
"87","nuclear lumen","DECR1",3.43699082568807
"88","nuclear lumen","KLHL8",2.80763636363636
"89","nuclear lumen","PPARD",4.18376
"90","nuclear lumen","SLC25A10",2.04979439252336
"91","nuclear lumen","KLF9",-5.19609375
"92","nuclear lumen","ANAPC15",2.67393617021277
"93","nuclear lumen","NOP56",3.38707518796992
"94","nuclear lumen","UBE2D2",-14.561704
"95","nuclear lumen","KIN",7.88348623853211
"96","nuclear lumen","RTCA",7.88217073170732
"97","nuclear lumen","AFF4",2.72306944444444
"98","nuclear lumen","ACIN1",2.46399107142857
"99","nuclear lumen","UBA1",4.80256074766355
"100","nuclear lumen","FSTL3",3.2584
"101","nuclear lumen","UNC45A",2.53985496183206
"102","nuclear lumen","NFIB",-2.93631147540984
"103","nuclear lumen","ENSA",12.498738317757
"104","nuclear lumen","DPH1",-0.954919708029197
"105","nuclear lumen","NUP214",-3.63948502994012
"106","nuclear lumen","TRAF7",3.21849572649573
"107","nuclear lumen","ELP5",-9.37112621359224
"108","nuclear lumen","NPHP4",7.48679032258065
"109","nuclear lumen","PRKX",3.52059090909091
"110","nuclear lumen","TEAD3",-6.41766137566138
"111","nuclear lumen","SNF8",5.75875454545455
"112","nuclear lumen","NUP93",5.19466153846154
"113","nuclear lumen","PYGO2",6.52277777777778
"114","nuclear lumen","MINDY3",1.65376056338028
"115","nuclear lumen","SKI",4.09915315315315
"116","nuclear lumen","METTL14",-1.04201829268293
"117","nuclear lumen","ARMC8",3.07241803278689
"118","nuclear lumen","CASZ1",3.25991240875912
"119","nuclear lumen","EXO1",2.69081818181818
"120","nuclear lumen","MED1",8.64577777777778
"121","nuclear lumen","LRRC8C",-1.62393220338983
"122","nuclear lumen","KDM2A",-2.39808823529412
"123","nuclear lumen","NABP1",4.65725714285714
"124","nuclear lumen","ELK4",3.20176923076923
"125","nuclear lumen","IRF2BPL",6.63539285714286
"126","nuclear lumen","FBXL4",2.42316831683168
"127","nuclear lumen","LANCL2",2.97067961165049
"128","nuclear lumen","CKAP5",4.7312695035461
"129","nuclear lumen","CRKL",2.09696551724138
"130","nuclear lumen","ORC4",5.63190291262136
"131","nuclear lumen","RTEL1",0.433752212389381
"132","nuclear lumen","RNF126",3.58144144144144
"133","nuclear lumen","MECOM",3.12173684210526
"134","nuclear lumen","HNRNPC",35.3681188118812
"135","nuclear lumen","SEC14L1",4.81046788990826
"136","nuclear lumen","PACSIN2",5.79434259259259
"137","nuclear lumen","CLASRP",3.02285148514851
"138","nuclear lumen","TSEN15",3.9753963963964
"139","nuclear lumen","RBM15B",26.4460471698113
"140","nuclear lumen","LIN54",-0.207485714285714
"141","nuclear lumen","HOMEZ",6.61112230215827
"142","nuclear lumen","ELP2",4.15764444444444
"143","nuclear lumen","MYO1C",3.39400609756098
"144","nuclear lumen","IFITM2",8.54475652173913
"145","nuclear lumen","ZNF572",0.739692307692308
"146","nuclear lumen","PPM1B",-2.31079824561404
"147","nuclear lumen","DDX50",3.66357798165138
"148","nuclear lumen","KIF2A",6.20044144144144
"149","nuclear lumen","TAF15",10.1749504950495
"150","nuclear lumen","MZF1",1.55219402985075
"151","nuclear lumen","STAU2",-0.331090909090907
"152","nuclear lumen","TFDP1",-2.10745283018868
"153","nuclear lumen","PARP2",1.1843305785124
"154","nuclear lumen","POC5",-0.970405940594059
"155","nuclear lumen","APTX",4.42977450980392
"156","nuclear lumen","RBM12B",5.02642201834863
"157","nuclear lumen","NUCKS1",-0.917269938650307
"158","nuclear lumen","HNRNPUL1",-0.358553398058253
"159","nuclear lumen","CDK2AP1",-1.97011009174312
"160","nuclear lumen","TWIST1",5.05020661157025
"161","nuclear lumen","PLSCR1",2.01127272727273
"162","nuclear lumen","RBL2",-0.804036363636364
"163","nuclear lumen","PIF1",1.89132638888889
"164","nuclear lumen","ZNF232",6.38981372549019
"165","nuclear lumen","NUP205",-0.53092125984252
"166","nuclear lumen","HOXA3",-9.12504716981132
"167","nuclear lumen","NR5A1",-4.96371287128713
"168","nuclear lumen","UBE2N",-3.11134965034965
"169","nuclear lumen","CPNE1",0.371912408759124
"170","nuclear lumen","MTA2",5.42431355932203
"171","nuclear lumen","ETS1",-3.59953271028037
"172","nuclear lumen","MZT2B",2.25278378378378
"173","nuclear lumen","ZC3H12A",6.20014285714286
"174","nuclear lumen","PEX2",3.83511650485437
"175","nuclear lumen","FOXI1",1.44487428571429
"176","nuclear lumen","KAT2A",5.3169014084507
"177","nuclear lumen","NFATC2",-1.75001234567901
"178","nuclear lumen","ATF1",-0.150587155963303
"179","nuclear lumen","NDUFB6",0.199098039215686
"180","nuclear lumen","FBLIM1",2.22808
"181","nuclear lumen","RARA",5.0905375
"182","nuclear lumen","RPA1",0.684604651162791
"183","nuclear lumen","ABCB6",5.7919298245614
"184","nuclear lumen","ZEB1",-5.49546601941748
"185","nuclear lumen","ZIC3",1.35415833333333
"186","nuclear lumen","THUMPD3",8.21067961165049
"187","nuclear lumen","KLF11",0.399168421052632
"188","nuclear lumen","BCOR",-0.450338842975207
"189","nuclear lumen","BNIP3L",-2.74855797101449
"190","nuclear lumen","SMURF1",1.72982926829268
"191","nuclear lumen","HOXC8",2.79115596330275
"192","nuclear lumen","ATXN7L3",3.88531693989071
"193","nuclear lumen","WDR43",1.99016030534351
"194","nuclear lumen","MLLT3",-0.51181954887218
"195","nuclear lumen","GOLGA4",4.76328037383178
"196","nuclear lumen","URB2",-2.44279245283019
"197","nuclear lumen","ZBTB7A",-0.985745098039216
"198","nuclear lumen","INKA2",3.6535625
"199","nuclear lumen","CYB561A3",-3.15309900990099
"200","nuclear lumen","GTPBP10",1.80803361344538
"201","nuclear lumen","GIT2",2.0270396039604
"202","nuclear lumen","NDUFAB1",5.70169607843137
"203","nuclear lumen","GEMIN7",0.0499374999999994
"204","nuclear lumen","CRYAB",2.01402362204724
"205","nuclear lumen","TDP1",4.54433846153846
"206","nuclear lumen","PTEN",2.91622330097087
"207","nuclear lumen","MRPL36",7.07326470588235
"208","nuclear lumen","CDC34",3.49206923076923
"209","nuclear lumen","FNBP4",-9.29251724137931
"210","nuclear lumen","DCTN3",2.87135398230089
"211","nuclear lumen","FEM1B",2.34133653846154
"212","nuclear lumen","SENP3",-5.47067272727273
"213","nuclear lumen","LSM10",0.531058252427184
"214","nuclear lumen","SF3A1",-0.551858757062147
"215","nuclear lumen","DHX33",-4.62216822429907
"216","nuclear lumen","HAUS7",-5.2447264957265
"217","nuclear lumen","SETD7",-1.32493442622951
"218","nuclear lumen","BLVRB",2.15139751552795
"219","nuclear lumen","MAGED2",0.551802325581395
"220","nuclear lumen","BRIP1",8.08720134228188
"221","nuclear lumen","NFRKB",4.45057142857143
"222","nuclear lumen","RCHY1",1.8906511627907
"223","nuclear lumen","RBM4B",-2.30054368932039
"224","nuclear lumen","EPB41L5",11.4627253521127
"225","nuclear lumen","TBCA",6.43719230769231
"226","nuclear lumen","ARNTL2",1.20788333333333
"227","nuclear lumen","POLD4",-0.759066176470588
"228","nuclear lumen","RPS20",9.51228947368421
"229","nuclear lumen","TRNT1",2.48669523809524
"230","nuclear lumen","TFCP2",2.96547580645161
"231","nuclear lumen","HLCS",-4.32355339805825
"232","nuclear lumen","PDX1",0.454629310344827
"233","nuclear lumen","UBA2",2.28076923076923
"234","nuclear lumen","SPTY2D1",4.79370192307692
"235","nuclear lumen","PPP1R12A",-4.22255156950673
"236","nuclear lumen","RMND5A",1.51283050847458
"237","nuclear lumen","RECQL4",1.23823931623932
"238","nuclear lumen","HTATSF1",5.96941176470588
"239","nuclear lumen","PIR",9.55933333333333
"240","nuclear lumen","AAAS",1.61245323741007
"241","nuclear lumen","HIPK2",6.73891262135922
"242","nuclear lumen","ARHGAP18",-1.623925
"243","nuclear lumen","XPO6",4.47857324840764
"244","nuclear lumen","RERE",5.81490196078431
"245","nuclear lumen","EPB41L2",-2.08785714285714
"246","nuclear lumen","PSMB5",1.66389380530973
"247","cytoplasm","SPECC1",-3.4162688172043
"248","cytoplasm","RPS6KA1",5.8134469273743
"249","cytoplasm","PXMP4",-2.67267226890756
"250","cytoplasm","CLK3",2.45741052631579
"251","cytoplasm","DEDD",-13.2049449541284
"252","cytoplasm","INTS13",1.64439655172414
"253","cytoplasm","ETV6",2.57494017094017
"254","cytoplasm","SARS2",3.26954954954955
"255","cytoplasm","CORO1C",1.08722754491018
"256","cytoplasm","TFB2M",-2.28904081632653
"257","cytoplasm","SERPINF1",-2.29405940594059
"258","cytoplasm","MEX3B",1.79981451612903
"259","cytoplasm","UQCRC2",2.12704950495049
"260","cytoplasm","FEN1",4.31461184210526
"261","cytoplasm","SYNGR3",5.29176630434783
"262","cytoplasm","FBXL14",-5.48871515151515
"263","cytoplasm","PNISR",-0.52151724137931
"264","cytoplasm","ATXN7",-0.89154347826087
"265","cytoplasm","BCAP31",-1.748675
"266","cytoplasm","IPO9",0.328263636363637
"267","cytoplasm","MRPS24",2.49590825688073
"268","cytoplasm","SH2B3",0.631428571428571
"269","cytoplasm","PAIP1",3.92945192307692
"270","cytoplasm","RSAD1",2.86391379310345
"271","cytoplasm","CEP44",9.56950925925926
"272","cytoplasm","HMBS",2.15839393939394
"273","cytoplasm","TAOK3",3.96328461538462
"274","cytoplasm","KRT10",-2.68233720930232
"275","cytoplasm","PDHA1",-2.18873913043478
"276","cytoplasm","CISD3",2.76220967741935
"277","cytoplasm","EXTL2",1.6248137254902
"278","cytoplasm","AIMP1",0.580375
"279","cytoplasm","RELB",-3.97656198347107
"280","cytoplasm","RAP1GAP",3.3941098265896
"281","cytoplasm","APEH",5.3319674796748
"282","cytoplasm","VPS37B",-7.7559702970297
"283","cytoplasm","USP6NL",4.85755238095238
"284","cytoplasm","IQCB1",3.15711111111111
"285","cytoplasm","ZNF268",1.94423770491803
"286","cytoplasm","SMARCD3",-1.1427265625
"287","cytoplasm","GRHPR",5.9771746031746
"288","cytoplasm","RAN",1.03645637583893
"289","cytoplasm","BLOC1S3",-1.03840517241379
"290","cytoplasm","PIP4K2A",-1.61302830188679
"291","cytoplasm","GCSH",-2.93754545454546
"292","cytoplasm","EEF2",3.37235151515152
"293","cytoplasm","SEC11C",1.63325
"294","cytoplasm","CDC37",4.60819130434782
"295","cytoplasm","WDFY1",0.606083832335329
"296","cytoplasm","RNF166",3.42830188679245
"297","cytoplasm","DDB1",5.01763157894737
"298","cytoplasm","NSFL1C",2.98377235772358
"299","cytoplasm","CCND3",7.12449056603773
"300","cytoplasm","ARRDC2",6.8856052631579
"301","cytoplasm","MDN1",0.160052631578947
"302","cytoplasm","USP9X",0.157632478632479
"303","cytoplasm","MRPS6",-1.10330687830688
"304","cytoplasm","STK35",4.10355371900826
"305","cytoplasm","ASAH1",1.32746268656716
"306","cytoplasm","FKBP2",3.0696640625
"307","cytoplasm","NDUFS5",-5.01249166666667
"308","cytoplasm","FAM49B",-0.168608
"309","cytoplasm","HSPG2",1.4762752293578
"310","cytoplasm","KRTCAP2",1.547625
"311","cytoplasm","CCDC106",0.208837209302326
"312","cytoplasm","TRAPPC8",4.01665048543689
"313","cytoplasm","SLC26A6",10.2117577319588
"314","cytoplasm","SCO1",5.09079710144928
"315","cytoplasm","MKRN1",-0.55815
"316","cytoplasm","ELOVL6",4.23108910891089
"317","cytoplasm","PAPOLG",2.60093373493976
"318","cytoplasm","TMED10",3.17799363057325
"319","cytoplasm","PAFAH1B2",2.25670833333333
"320","cytoplasm","ALG2",3.77457746478873
"321","cytoplasm","BRAT1",4.42427358490566
"322","cytoplasm","TMEM259",4.58722680412371
"323","cytoplasm","TOMM20",-4.15382075471698
"324","cytoplasm","TMCO1",6.21748214285714
"325","cytoplasm","MCRIP1",2.08691712707182
"326","cytoplasm","MYCBP",-1.96327118644068
"327","cytoplasm","MRPL10",1.50116666666667
"328","cytoplasm","ZFYVE28",3.92998148148148
"329","cytoplasm","ZMYND8",1.73054455445545
"330","cytoplasm","KIF18A",5.39115646258503
"331","cytoplasm","ARL4A",1.07961764705882
"332","cytoplasm","NDUFB4",2.43389102564103
"333","cytoplasm","MNX1",1.3237641509434
"334","cytoplasm","DDX55",3.82707482993197
"335","cytoplasm","KEL",0.401972727272727
"336","cytoplasm","DOK4",-2.51494444444444
"337","cytoplasm","ZFP64",1.45527205882353
"338","cytoplasm","MRPL58",4.05040963855422
"339","cytoplasm","PHAX",-6.67290434782609
"340","cytoplasm","GOLGA8A",4.08394736842105
"341","cytoplasm","SRSF5",4.95079207920792
"342","cytoplasm","VAMP8",1.45500840336134
"343","cytoplasm","PDCD6",4.2508220338983
"344","cytoplasm","PROX1",-3.03971559633027
"345","cytoplasm","ID1",7.06989108910891
"346","cytoplasm","UBE2D3",2.25707818930041
"347","cytoplasm","NIP7",8.27125454545454
"348","cytoplasm","SERF2",2.25555303030303
"349","cytoplasm","EGLN2",-1.47025196850394
"350","cytoplasm","QDPR",-2.55760784313725
"351","cytoplasm","PPP1R12C",2.77399019607843
"352","cytoplasm","NAGLU",-2.169625
"353","cytoplasm","KRTAP4-2",2.11778431372549
"354","cytoplasm","RRM2",-3.29137297297297
"355","cytoplasm","RALGDS",4.4792905982906
"356","cytoplasm","GPI",2.03670297029703
"357","cytoplasm","UTRN",-4.75834745762712
"358","cytoplasm","GHDC",-0.445925925925926
"359","cytoplasm","PPP2CB",-4.59121848739496
"360","cytoplasm","CPQ",4.32253103448276
"361","cytoplasm","HPS1",38.3775862068965
"362","cytoplasm","COG2",-5.06507476635514
"363","cytoplasm","MIPEP",1.10272881355932
"364","cytoplasm","SEC61B",-1.2951
"365","cytoplasm","PECR",-2.10475
"366","cytoplasm","CBY1",0.247319327731092
"367","cytoplasm","COX8A",-0.401504761904762
"368","cytoplasm","KLHL24",3.20487603305785
"369","cytoplasm","TOR1B",12.7830689655172
"370","cytoplasm","COMMD9",-0.0726310679611649
"371","cytoplasm","USP30",1.42745569620253
"372","cytoplasm","GTF3C4",6.39512727272727
"373","cytoplasm","ABCC5",4.17523853211009
"374","cytoplasm","P4HB",1.85931355932203
"375","cytoplasm","LDHB",4.9330826446281
"376","cytoplasm","RABEP2",2.11924752475248
"377","cytoplasm","PEA15",2.79634545454545
"378","cytoplasm","GGCX",0.296049180327869
"379","cytoplasm","STX17",5.17888372093023
"380","cytoplasm","MST1",6.53472826086956
"381","cytoplasm","DOLK",4.31881896551724
"382","cytoplasm","FLNC",1.89248214285714
"383","cytoplasm","PACS1",-2.72737142857143
"384","cytoplasm","ANXA3",2.94269117647059
"385","cytoplasm","STARD10",-0.470403846153846
"386","cytoplasm","RPL9",-3.15550420168067
"387","cytoplasm","OLIG2",0.481404761904762
"388","cytoplasm","VPS33A",4.59767346938776
"389","cytoplasm","PGAM5",4.08869230769231
"390","cytoplasm","POLR2E",4.02520567375887
"391","cytoplasm","KIF13A",-1.50638709677419
"392","cytoplasm","RNF123",4.51722480620155
"393","cytoplasm","PEX10",1.56034246575342
"394","cytoplasm","ATP13A2",-0.127449275362319
"395","cytoplasm","NABP2",-6.67660839160839
"396","cytoplasm","KIF5B",5.68762376237624
"397","cytoplasm","CUX1",5.06254385964912
"398","cytoplasm","SQLE",3.25687421383648
"399","cytoplasm","GLYR1",8.03013725490196
"400","cytoplasm","KCNE3",5.14251724137931
"401","cytoplasm","RO60",4.77161931818182
"402","cytoplasm","MAPK9",3.30087248322148
"403","cytoplasm","COQ10A",-1.59587128712871
"404","cytoplasm","CTSC",1.8764380952381
"405","cytoplasm","PIGM",4.86453191489362
"406","cytoplasm","MSMO1",-8.02597540983607
"407","cytoplasm","CPSF7",3.21877941176471
"408","cytoplasm","DENND4B",1.57208383233533
"409","cytoplasm","UROS",4.66055172413793
"410","cytoplasm","CCDC92",0.946791666666667
"411","cytoplasm","EPS8L1",-3.1880594059406
"412","cytoplasm","PPP1CB",3.73917518248175
"413","cytoplasm","GOT2",-0.334016
"414","cytoplasm","ILKAP",3.99170542635659
"415","cytoplasm","SOX4",-1.20075454545455
"416","cytoplasm","USP42",3.51266666666667
"417","cytoplasm","TBXT",3.01036936936937
"418","cytoplasm","PDCD6IP",3.79521088435374
"419","cytoplasm","LCP1",1.01708403361345
"420","cytoplasm","TKT",-1.29706542056075
"421","cytoplasm","FOXO4",1.48817391304348
"422","cytoplasm","DECR1",3.43699082568807
"423","cytoplasm","SLC25A10",2.04979439252336
"424","cytoplasm","KLF9",-5.19609375
"425","cytoplasm","AP2B1",-4.82892700729927
"426","cytoplasm","INTU",1.06235833333333
"427","cytoplasm","ANAPC15",2.67393617021277
"428","cytoplasm","MACO1",5.97598181818182
"429","cytoplasm","NOP56",3.38707518796992
"430","cytoplasm","COPG1",-6.73302830188679
"431","cytoplasm","ERMAP",-7.86413043478261
"432","cytoplasm","UBE2D2",-14.561704
"433","cytoplasm","KIN",7.88348623853211
"434","cytoplasm","SHC1",2.00629323308271
"435","cytoplasm","UNC50",2.69841584158416
"436","cytoplasm","TNPO2",1.40373109243697
"437","cytoplasm","ROGDI",-2.18135652173913
"438","cytoplasm","ACIN1",2.46399107142857
"439","cytoplasm","UBA1",4.80256074766355
"440","cytoplasm","ZFYVE9",1.20873913043478
"441","cytoplasm","FSTL3",3.2584
"442","cytoplasm","STK25",4.91061467889908
"443","cytoplasm","OSBPL8",2.86980419580419
"444","cytoplasm","CD58",0.410961538461538
"445","cytoplasm","UNC45A",2.53985496183206
"446","cytoplasm","MRPS35",-1.31697058823529
"447","cytoplasm","TMEM63A",-0.700806201550388
"448","cytoplasm","CHPF",5.55751794871795
"449","cytoplasm","ZDHHC16",5.06008396946565
"450","cytoplasm","ENSA",12.498738317757
"451","cytoplasm","TMEM138",3.70756481481482
"452","cytoplasm","DPH1",-0.954919708029197
"453","cytoplasm","NUP214",-3.63948502994012
"454","cytoplasm","TRAF7",3.21849572649573
"455","cytoplasm","PIKFYVE",3.68508928571429
"456","cytoplasm","ELP5",-9.37112621359224
"457","cytoplasm","ZFAND5",5.18227777777778
"458","cytoplasm","EIF4E",2.78003472222222
"459","cytoplasm","NPHP4",7.48679032258065
"460","cytoplasm","PRKX",3.52059090909091
"461","cytoplasm","ENKD1",-1.4623
"462","cytoplasm","AUNIP",-0.417875
"463","cytoplasm","PELI1",1.62776363636364
"464","cytoplasm","SNF8",5.75875454545455
"465","cytoplasm","NUP93",5.19466153846154
"466","cytoplasm","RIPK1",-1.27068907563025
"467","cytoplasm","CCNY",-2.91126016260163
"468","cytoplasm","B4GALT7",4.9032718446602
"469","cytoplasm","PIGL",-0.405542857142857
"470","cytoplasm","RDH11",8.40654385964912
"471","cytoplasm","DDX6",1.68104838709677
"472","cytoplasm","ACTR1A",-1.42165
"473","cytoplasm","SKI",4.09915315315315
"474","cytoplasm","BAG4",0.508169491525424
"475","cytoplasm","TSC1",3.72607575757576
"476","cytoplasm","ARHGAP11B",-2.13784848484848
"477","cytoplasm","GNPDA2",5.77775862068966
"478","cytoplasm","ARMC8",3.07241803278689
"479","cytoplasm","STOM",0.177112
"480","cytoplasm","EXOC1",-4.3280974025974
"481","cytoplasm","CASZ1",3.25991240875912
"482","cytoplasm","PODXL2",-0.792465346534654
"483","cytoplasm","TANGO2",6.95484905660377
"484","cytoplasm","EPHX2",4.30761363636364
"485","cytoplasm","LRRC8C",-1.62393220338983
"486","cytoplasm","TPGS1",7.58084158415842
"487","cytoplasm","CHCHD10",3.98072847682119
"488","cytoplasm","NABP1",4.65725714285714
"489","cytoplasm","ATG9A",0.0845319148936167
"490","cytoplasm","OTUD7B",1.70816981132075
"491","cytoplasm","HPS5",5.44390517241379
"492","cytoplasm","ELK4",3.20176923076923
"493","cytoplasm","NDUFV1",-0.0916554621848741
"494","cytoplasm","CPOX",-1.2938036809816
"495","cytoplasm","CCDC28B",-2.03972815533981
"496","cytoplasm","TEX264",-5.523171875
"497","cytoplasm","FBXL4",2.42316831683168
"498","cytoplasm","LANCL2",2.97067961165049
"499","cytoplasm","CKAP5",4.7312695035461
"500","cytoplasm","RILP",1.81506818181818
"501","cytoplasm","ABL2",3.01867357512953
"502","cytoplasm","CNOT9",2.326
"503","cytoplasm","TPM3",1.56027419354839
"504","cytoplasm","RELN",23.8158076923077
"505","cytoplasm","GAS8",4.96116504854369
"506","cytoplasm","CRKL",2.09696551724138
"507","cytoplasm","TMEM170A",-7.42523148148148
"508","cytoplasm","ETNK2",1.78717475728155
"509","cytoplasm","ORC4",5.63190291262136
"510","cytoplasm","VAT1",4.76655172413793
"511","cytoplasm","MTHFD1L",4.34678899082569
"512","cytoplasm","COBL",4.21960992907801
"513","cytoplasm","RNF126",3.58144144144144
"514","cytoplasm","ZDHHC14",-1.360408
"515","cytoplasm","ASCL2",6.5857
"516","cytoplasm","MECOM",3.12173684210526
"517","cytoplasm","HNRNPC",35.3681188118812
"518","cytoplasm","PIGS",4.9586496350365
"519","cytoplasm","FEZ2",-0.952247619047619
"520","cytoplasm","SEC14L1",4.81046788990826
"521","cytoplasm","GAN",2.54168181818182
"522","cytoplasm","WDR7",1.36621621621622
"523","cytoplasm","STAU1",0.905551724137931
"524","cytoplasm","PPIC",-0.0965934959349594
"525","cytoplasm","OMA1",5.92076699029126
"526","cytoplasm","PACSIN2",5.79434259259259
"527","cytoplasm","MRPL9",17.761796875
"528","cytoplasm","TTC21B",1.83321705426357
"529","cytoplasm","CS",-2.60865217391304
"530","cytoplasm","WSB2",4.99547967479675
"531","cytoplasm","FBXW2",-0.837509090909091
"532","cytoplasm","GRK2",3.17690909090909
"533","cytoplasm","KCNH2",-1.80118045112782
"534","cytoplasm","HOMEZ",6.61112230215827
"535","cytoplasm","NPRL3",-2.175
"536","cytoplasm","MLEC",8.60788079470199
"537","cytoplasm","ELP2",4.15764444444444
"538","cytoplasm","MYO1C",3.39400609756098
"539","cytoplasm","HMOX2",3.58610747663551
"540","cytoplasm","IFITM2",8.54475652173913
"541","cytoplasm","IBA57",3.225224
"542","cytoplasm","PPM1B",-2.31079824561404
"543","cytoplasm","GGA2",0.418821052631579
"544","cytoplasm","ALG1",4.93577952755906
"545","cytoplasm","COL18A1",4.565546875
"546","cytoplasm","ANXA4",-3.3978431372549
"547","cytoplasm","RPL37",8.87486991869918
"548","cytoplasm","KIF2A",6.20044144144144
"549","cytoplasm","LRRC8A",5.13245833333333
"550","cytoplasm","TAF15",10.1749504950495
"551","cytoplasm","SLC48A1",-1.04859803921569
"552","cytoplasm","SLC38A9",5.1543115942029
"553","cytoplasm","APOBEC3C",1.47925748502994
"554","cytoplasm","HEATR5A",1.9114854368932
"555","cytoplasm","FZD2",-2.19207766990291
"556","cytoplasm","CYBC1",4.97171287128713
"557","cytoplasm","ACSL3",-6.16219696969697
"558","cytoplasm","SEPTIN9",6.58477215189873
"559","cytoplasm","STAU2",-0.331090909090907
"560","cytoplasm","UBXN10",4.69906796116505
"561","cytoplasm","BET1L",4.59640740740741
"562","cytoplasm","B3GALT6",0.416737226277372
"563","cytoplasm","NUDT2",-3.26996470588235
"564","cytoplasm","TOMM7",0.448868852459016
"565","cytoplasm","TFDP1",-2.10745283018868
"566","cytoplasm","CMBL",3.86052755905512
"567","cytoplasm","POC5",-0.970405940594059
"568","cytoplasm","APTX",4.42977450980392
"569","cytoplasm","ESYT1",3.73208695652174
"570","cytoplasm","ZYX",5.80070093457944
"571","cytoplasm","BCL2L11",1.73205405405405
"572","cytoplasm","TMEM242",3.2625960591133
"573","cytoplasm","VPS53",4.39325409836066
"574","cytoplasm","NUCKS1",-0.917269938650307
"575","cytoplasm","CDK2AP1",-1.97011009174312
